Name,FF_max_velo,FC_max_velo,SI_max_velo,mlbID,CH_release_extension,CH_release_pos_x,CH_release_pos_z,CH_release_speed,CH_release_spin_rate,CH_release_extension_std,CH_release_pos_x_std,CH_release_pos_z_std,CH_pitch_type,CH_percentage,CU_release_extension,CU_release_pos_x,CU_release_pos_z,CU_release_speed,CU_release_spin_rate,CU_release_extension_std,CU_release_pos_x_std,CU_release_pos_z_std,CU_pitch_type,CU_percentage,FC_release_extension,FC_release_pos_x,FC_release_pos_z,FC_release_speed,FC_release_spin_rate,FC_release_extension_std,FC_release_pos_x_std,FC_release_pos_z_std,FC_pitch_type,FC_percentage,FF_release_extension,FF_release_pos_x,FF_release_pos_z,FF_release_speed,FF_release_spin_rate,FF_release_extension_std,FF_release_pos_x_std,FF_release_pos_z_std,FF_pitch_type,FF_percentage,SI_release_extension,SI_release_pos_x,SI_release_pos_z,SI_release_speed,SI_release_spin_rate,SI_release_extension_std,SI_release_pos_x_std,SI_release_pos_z_std,SI_pitch_type,SI_percentage,SL_release_extension,SL_release_pos_x,SL_release_pos_z,SL_release_speed,SL_release_spin_rate,SL_release_extension_std,SL_release_pos_x_std,SL_release_pos_z_std,SL_pitch_type,SL_percentage,ff max-avg,fc max-avg,si max-avg,TJS
Keone Kela,99.7,,98.5,605309,6.472847682,-0.977792208,6.324285714,90.06298701,1683.106667,0.254279053,0.538783727,0.158414766,154.0,3.953786906,6.206680585,-1.007255172,6.443896552,83.38234483,2305.387695,0.258794972,0.626878117,0.121762093,1450.0,37.22721438,,,,,,,,,,,6.53001352,-0.863706013,6.616106904,96.33376392,2259.276846,0.267507868,0.617740249,0.126019151,2245.0,57.63799743,6.265116279,-0.536521739,6.487173913,96.02173913,2176.219512,0.285259882,0.366461866,0.176114395,46.0,1.181001284,,,,,,,,,,,3.36623608,,2.47826087,1
Chad Green,99.4,94.0,98.4,643338,6.303030303,-1.883529412,6.045882353,86.35294118,1678.65625,0.209888138,0.268631575,0.154765074,34.0,0.521712444,6.631192661,-1.78617737,6.141192661,84.55321101,2566.721713,0.164688168,0.278780879,0.087389454,327.0,5.017646156,6.389108911,-2.038217822,5.953960396,90.45544554,2288.811224,0.22411839,0.198781843,0.154447043,202.0,3.099585699,6.410959517,-1.933989267,6.09769678,95.87884615,2467.878442,0.251698029,0.341447192,0.154881992,4472.0,68.62053092,6.516243655,-1.92213198,6.012385787,94.86040609,2387.471795,0.296820054,0.343629373,0.138971783,197.0,3.022863281,6.076736494,-1.920550661,6.063887665,86.24185022,2209.321168,0.197833576,0.240525712,0.138864415,908.0,13.93279116,3.52115385,3.54455446,3.53959391,1
Wandy Peralta,99.0,,98.4,593974,5.791853933,1.305154062,5.7206676,87.97105509,2169.695082,0.226921417,0.682444469,0.163501426,2143.0,35.06217277,,,,,,,,,,,,,,,,,,,,,5.518253275,1.370851434,6.21410947,95.93518679,2138.049825,0.275116801,0.574379337,0.158990462,1151.0,18.83180628,5.625697599,1.243729032,6.071974194,95.39032258,2170.427644,0.311429856,0.633462233,0.146161913,1550.0,25.35994764,5.728050713,1.57876183,5.871403785,87.36119874,2230.802224,0.317912258,0.596507565,0.143266937,1268.0,20.7460733,3.06481321,,3.00967742,0
Shelby Miller,99.3,92.0,98.3,571946,6.672151899,-1.407295597,5.471132075,86.7245283,1820.666667,0.485703039,0.380586964,0.133648799,159.0,2.961445334,6.261231884,-1.393241379,5.546310345,78.89586207,2243.229323,0.348318133,0.298136139,0.158213822,580.0,10.80275657,6.637126866,-1.595193868,5.430946799,88.13624887,2095.733663,0.270529361,0.322472515,0.171436661,1109.0,20.65561557,6.873151951,-1.371852222,5.529171243,94.24418372,2292.708224,0.266408947,0.328131139,0.145383891,2003.0,37.30676104,6.806013986,-1.600987821,5.39868065,94.41251691,2262.415308,0.258471959,0.248131757,0.157173595,1478.0,27.5284038,,,,,,,,,,,5.05581628,3.86375113,3.88748309,1
David Phelps,97.6,97.0,98.3,475479,5.52375,-2.729565217,6.053664596,83.43726708,2002.16875,0.254392234,0.166171402,0.1070087,161.0,3.726851852,,,,,,,,,,,5.564554795,-2.88909396,5.834731544,91.51342282,2373.536878,0.214709043,0.197431025,0.119126069,596.0,13.7962963,5.598487032,-2.718586724,5.902191292,93.11905782,2273.883117,0.247739343,0.180576066,0.115377556,1401.0,32.43055556,5.591312559,-2.709189189,5.91277726,92.13252563,2170.412488,0.299590261,0.198293077,0.123463405,1073.0,24.83796296,5.464172336,-2.811779279,5.901103604,88.49617117,2284.179545,0.234297416,0.192097219,0.115006715,444.0,10.27777778,4.48094218,5.48657718,6.16747437,1
Taijuan Walker,98.9,94.2,98.2,592836,,,,,,,,,,,5.810194175,-2.024128329,6.317118644,75.67639225,2198.381242,0.409745155,0.232624088,0.223012277,826.0,10.45304986,5.977338129,-2.099796894,6.376642772,87.87825568,2244.195787,0.271675453,0.238676738,0.189411283,837.0,10.59225513,6.318698482,-2.010444828,6.415461024,94.35592745,2118.426519,0.297362453,0.22528872,0.175998718,4631.0,58.60541635,6.300813008,-2.044552846,6.290406504,94.45894309,2083.795082,0.286711384,0.197997122,0.161479882,246.0,3.113135915,,,,,,,,,,,4.54407255,6.32174432,3.74105691,1
Adam Ottavino,98.5,94.4,98.2,493603,6.995302013,-2.771510067,5.35738255,87.98187919,1873.54698,0.191866807,0.156248318,0.135785015,298.0,3.64436835,,,,,,,,,,,6.663375796,-2.81178515,5.473807267,87.84897314,2641.667233,0.289743998,0.267425261,0.171097188,633.0,7.741225388,6.856470588,-2.932217899,5.594293126,94.62062257,2334.755556,0.211515569,0.703567632,0.161135942,771.0,9.428885899,6.894414353,-2.7765722,5.486966937,93.78866397,2262.204476,0.233741804,0.567312787,0.182808215,2964.0,36.24801272,6.55,-3.618157895,5.691710526,83.83026316,2684.983871,0.377544279,0.840872104,0.203825992,76.0,0.929436224,3.87937743,6.55102686,4.41133603,0
Matthew Liberatore,97.8,94.6,98.2,669461,6.235233161,1.116119403,6.203432836,86.81094527,1604.145078,0.167400694,0.293519788,0.128544376,201.0,8.445378151,6.3,0.889246575,6.427123288,75.90844749,2824.712264,0.161945717,0.320243941,0.112717375,438.0,18.40336134,6.241463415,0.825487805,6.429146341,91.91463415,2507.231707,0.123679414,0.142258263,0.101278265,82.0,3.445378151,6.347853535,0.90884901,6.431992574,94.09356436,2121.280303,0.155377079,0.341621669,0.113867964,808.0,33.94957983,6.380725624,0.857964989,6.390919037,94.11509847,2088.869863,0.145118821,0.313062853,0.12090679,457.0,19.20168067,6.32025641,0.971446701,6.350101523,86.85812183,2647.507692,0.170361587,0.255544499,0.125412256,394.0,16.55462185,3.70643564,2.68536585,4.08490153,0
Joe Ross,94.4,,98.2,605452,6.392038217,-3.468522013,5.891163522,86.78522013,1931.230769,0.242261019,0.239577739,0.180984597,318.0,7.884949169,,,,,,,,,,,,,,,,,,,,,6.336956522,-3.13326087,5.915434783,92.08695652,1981.173913,0.158266576,0.164992314,0.126959425,46.0,1.140590131,6.307159791,-3.394482118,5.996172782,93.01281932,1984.98001,0.259050491,0.230879045,0.175851967,2153.0,53.38457724,6.171554054,-3.399492084,5.906866755,84.49228232,1857.266421,0.309651406,0.215536952,0.157424437,1516.0,37.58988346,2.31304348,,5.18718068,1
Kyle Wright,98.4,,98.2,657140,6.485423729,-1.890983051,5.643881356,87.88084746,1697.771186,0.273301652,0.181205311,0.175512887,590.0,13.03867403,,,,,,,,,,,,,,,,,,,,,6.440515464,-1.869608247,5.606659794,94.72061856,2393.717975,0.281155184,0.170816201,0.204051274,970.0,21.43646409,6.545730028,-1.828302752,5.515642202,93.97082569,2251.695772,0.289050558,0.201754836,0.213142564,1090.0,24.08839779,6.171568627,-1.839705882,5.794980392,88.47196078,2452.308617,0.36008552,0.24646521,0.177206825,510.0,11.27071823,3.67938144,,4.22917431,0
Dan Altavilla,100.4,,98.2,656186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.641598547,-2.208955495,5.319518619,96.73760218,2377.392371,0.223636854,0.20563405,0.193999637,1101.0,56.28834356,5.648148148,-2.296296296,5.169259259,95.65555556,2350.37037,0.186816179,0.302300769,0.15251547,27.0,1.380368098,5.334461911,-2.264190821,5.343635266,88.43804348,2729.560317,0.222814474,0.179160874,0.179264107,828.0,42.33128834,3.66239782,,2.54444444,1
Tyson Ross,97.7,95.5,98.1,475115,5.551685393,-1.69,6.73673913,88.24565217,2193.632184,0.269305656,0.260999768,0.156690418,92.0,1.247965274,,,,,,,,,,,5.467472527,-1.911462882,6.65441048,89.5919214,2511.964602,0.220425067,0.237171147,0.120126582,458.0,6.21269669,5.578689218,-1.800151261,6.744747899,91.56592437,2524.247563,0.239417243,0.268481591,0.137032976,2380.0,32.28431905,5.635442128,-1.611785206,6.764274538,92.82332859,2433.365022,0.265691311,0.288638748,0.133305125,1406.0,19.07216495,5.185885886,-1.671683201,6.738263889,85.78316799,2553.020833,0.259192139,0.284533692,0.131586901,3024.0,41.02007596,6.13407563,5.9080786,5.27667141,0
Yonny Chirinos,97.0,,98.1,630023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.164166667,-0.420666667,6.575583333,94.13333333,2319.2,0.243157048,0.47639884,0.139770495,120.0,3.442340792,6.187331954,-0.32139607,6.582063082,93.72078594,2259.556877,0.238831906,0.360095572,0.113524791,1934.0,55.47905909,6.216578947,-0.095684211,6.710723684,87.59723684,2307.27141,0.207218562,0.355029447,0.131288848,760.0,21.80149168,2.86666667,,4.37921406,1
Dinelson Lamet,98.9,,98.1,659275,6.187912088,-1.136373626,6.046153846,89.6021978,1768.648352,0.224516847,0.157660088,0.150412538,91.0,4.975396391,5.333333333,-1.101333333,6.186,81.88,2458.866667,0.191485422,0.190483095,0.155140489,15.0,0.820120284,,,,,,,,,,,5.95545657,-1.159910913,6.105434298,94.99153675,2401.510022,0.21737646,0.208065046,0.140189129,449.0,24.54893384,5.886323268,-1.161936057,5.940603908,94.62628774,2377.428064,0.207958597,0.203581761,0.127175689,563.0,30.781848,5.467229255,-1.212390999,6.05278481,85.67707454,2543.02568,0.179382515,0.20568996,0.178316407,711.0,38.87370148,3.90846325,,3.47371226,1
Tyler Glasnow,100.9,,98.1,607192,7.422181818,-2.102527076,5.748880866,89.88772563,1695.869091,0.27255677,0.284541527,0.209098765,277.0,4.124478856,7.056349206,-1.726588542,6.064622396,81.95358073,2801.93254,0.366642743,0.380318505,0.244864359,1536.0,22.8707564,,,,,,,,,,,7.569134188,-1.752107299,5.961733299,96.35891153,2346.331939,0.268685695,0.357340351,0.188257005,3877.0,57.72781418,7.567245658,-2.223200993,5.560818859,93.88163772,2148.436725,0.250212063,0.260435775,0.160421008,403.0,6.000595593,7.124558587,-1.703980738,6.134927769,86.80497592,2813.308186,0.334544499,0.159693878,0.09844263,623.0,9.276354973,4.54108847,,4.21836228,1
Michael Pineda,99.1,97.2,98.0,501381,6.542167102,-2.350572917,6.664557292,88.95976563,1877.459816,0.264323041,0.226893159,0.194206336,768.0,10.80472707,,,,,,,,,,,6.529672897,-2.462824074,6.411203704,93.5337963,2105.768322,0.270973413,0.2332846,0.230008444,432.0,6.077658976,6.456464968,-2.432122268,6.525768134,94.08859677,2092.862992,0.278231548,0.232500038,0.184508787,3157.0,44.41474395,6.543037975,-2.459625,6.365125,94.68375,2078.291139,0.246869396,0.218582567,0.195046205,80.0,1.125492403,6.508770615,-2.470445526,6.472205167,85.89045301,1994.328358,0.287441664,0.234158922,0.195946671,2671.0,37.5773776,5.01140323,3.6662037,3.31625,1
Spencer Turnbull,97.4,,98.0,605513,6.202173913,-1.721086957,5.582717391,87.05380435,1844.606557,0.224206316,0.157923385,0.121471877,184.0,4.714322316,5.733252427,-1.787330097,5.761917476,80.31917476,2586.461165,0.273725499,0.156844361,0.143846914,412.0,10.55598258,,,,,,,,,,,6.139988116,-1.68792038,5.729821747,93.6573975,2423.305407,0.2219506,0.179561034,0.12567995,1683.0,43.1206764,6.283214286,-1.70725,5.635607143,94.34357143,2214.345281,0.219364456,0.169860588,0.11054686,840.0,21.52190623,5.919515306,-1.799872449,5.617206633,86.29961735,2462.896104,0.261079926,0.174707152,0.120247629,784.0,20.08711248,3.7426025,,3.65642857,1
Jimmy Nelson,97.8,,97.9,519076,6.277692308,-1.879626866,6.030149254,86.93656716,1764.566929,0.654769666,0.378766115,0.295337159,134.0,1.418589879,,,,,,,,,,,,,,,,,,,,,6.392823779,-1.468707654,6.290932664,93.84638227,2329.839517,0.355625218,0.352413025,0.217373269,2391.0,25.3123015,6.237310385,-1.646257934,6.221128102,93.86231968,2150.314252,0.323118559,0.319384222,0.218097169,3466.0,36.69278001,5.921724524,-1.677023876,6.113686841,87.52187674,2348.736842,0.324133915,0.349777745,0.207951008,1801.0,19.06627144,3.95361773,,4.03768032,1
Jesus Tinoco,97.6,,97.8,622786,,,,,,,,,,,5.703731343,-1.239328358,6.194029851,83.64776119,2446.6,0.440677318,0.229255735,0.213682779,134.0,9.977661951,,,,,,,,,,,5.886904762,-1.390952381,5.952142857,95.07857143,2306.357143,0.318043629,0.322391736,0.350779069,84.0,6.25465376,5.806006006,-1.418978979,6.001951952,94.47792793,2258.196697,0.290335497,0.240462292,0.256361653,666.0,49.5904691,5.826579521,-1.755381264,5.704422658,87.4577342,2366.588106,0.376016032,0.312147122,0.345183079,459.0,34.17721519,2.52142857,,3.32207207,0
Chris Bassitt,97.4,,97.7,605135,6.229323308,-1.422657343,5.81020979,83.75174825,1968.849624,0.260181159,0.223124266,0.127348189,143.0,7.440166493,5.886785714,-1.493933333,5.916866667,71.75866667,2303.967742,0.407286268,0.186121824,0.139560402,300.0,15.60874089,,,,,,,,,,,6.114878049,-1.589862069,5.800413793,93.89218391,2187.293399,0.278659224,0.232831656,0.159164911,435.0,22.6326743,6.139774557,-1.537594554,5.809304085,93.35597579,2130.708065,0.267327178,0.213200273,0.162787647,661.0,34.39125911,5.926857143,-1.779425587,5.697859008,85.81644909,2188.993103,0.258425599,0.181554325,0.154484825,383.0,19.92715921,3.50781609,,4.34402421,1
Trevor May,98.7,,97.7,543507,6.775853659,-0.91117506,5.952134293,85.79040767,1894.567237,0.244003644,0.183259249,0.143508581,417.0,15.42159763,6.341059603,-0.981198257,5.844618736,78.07320261,2340.970982,0.333645364,0.187007233,0.143736843,459.0,16.97485207,,,,,,,,,,,6.832581818,-1.067259684,5.772912482,94.03515065,2322.637026,0.231224093,0.185855025,0.150078169,1394.0,51.55325444,6.704313725,-1.032382813,5.8290625,92.43007813,2127.885827,0.218127815,0.1639422,0.145334975,256.0,9.467455621,6.381325301,-1.124850299,5.816826347,85.51556886,2115.956044,0.226061247,0.141807847,0.13489438,167.0,6.176035503,4.66484935,,5.26992187,1
Eddie Butler,97.8,94.2,97.4,572750,5.707472527,-2.052819957,6.122603037,87.89826464,1672.826374,0.307521689,0.466360875,0.235915775,461.0,11.00238663,5.217922078,-1.925064267,6.291670951,81.681491,2506.218837,0.283974478,0.562535963,0.182869552,389.0,9.284009547,5.470945946,-1.626013514,6.253378378,89.8527027,2223.810811,0.213889595,0.259457151,0.159299291,148.0,3.53221957,5.662099125,-1.869407365,6.222629459,93.81288838,2098.073314,0.304149102,0.51312059,0.210621641,1738.0,41.4797136,5.628571429,-1.898052356,6.184764398,93.40041885,1984.411765,0.323689849,0.540194058,0.224958002,955.0,22.79236277,5.622222222,-2.51004158,6.009459459,87.58357588,2293.62069,0.227964125,0.506335691,0.174232002,481.0,11.4797136,3.98711162,4.3472973,3.99958115,0
Colin Rea,97.0,92.4,97.3,607067,,,,,,,,,,,5.860493827,-1.735454545,6.245921376,78.62014742,2229.556675,0.329445609,0.408020244,0.105099407,407.0,17.82742006,6.403333333,-1.813180662,6.169236641,87.7302799,2028.913158,0.205738164,0.427521106,0.110254471,393.0,17.21419185,6.4473397,-1.828196501,6.218290713,92.33916555,2080.770178,0.230488056,0.425484635,0.103878488,743.0,32.54489707,6.44892562,-1.830328947,6.176003289,92.39029605,2022.172185,0.233713902,0.411232595,0.118499599,608.0,26.63162505,,,,,,,,,,,4.66083445,4.6697201,4.90970395,1
Carson Smith,95.4,,97.3,605476,5.933333333,-2.004444444,5.39037037,87.46296296,1815.296296,0.173205081,0.21378158,0.20389442,27.0,2.443438914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.909660107,-1.866510417,5.346388889,93.12395833,2206.772809,0.225235183,0.227044856,0.198531517,576.0,52.12669683,5.574004193,-1.742139918,5.558559671,85.54176955,2612.476303,0.18067132,0.216282435,0.149401499,486.0,43.98190045,,,4.17604167,1
Yimi Garcia,98.4,95.0,97.2,554340,6.02,-2.7096,4.9644,86.38,1783.68,0.2081666,0.222307595,0.123998656,25.0,2.587991718,,,,,,,,,,,5.9375,-2.712352941,5.042941176,91.27058824,2483.0625,0.236290781,0.277094961,0.081911897,17.0,1.759834369,6.072123177,-2.651448598,4.870700935,93.99174455,2523.099026,0.233620984,0.248180753,0.118107705,642.0,66.45962733,6.12,-2.828,4.76,93.91,2519.666667,0.161932771,0.30216993,0.103816077,10.0,1.035196687,5.483529412,-2.789007353,5.004705882,83.12720588,2280.804734,0.217816866,0.291304687,0.117714654,272.0,28.1573499,4.40825545,3.72941176,3.29,1
Drew Storen,96.9,,97.2,519322,6.075308642,-2.401320293,5.393643032,85.30929095,1950.212871,0.277065092,0.605280455,0.162809824,409.0,15.5100493,5.608333333,-1.855,5.5475,79.9,2418.916667,0.223437334,0.228930319,0.216674242,12.0,0.455062571,,,,,,,,,,,6.185927152,-2.033634868,5.604753289,93.27894737,2328.935216,0.240888284,0.469403328,0.144390801,608.0,23.0565036,6.147151899,-2.356309148,5.483880126,91.78769716,2060.554675,0.276653288,0.617258582,0.255289245,634.0,24.04247251,5.532037815,-2.242006237,5.548607069,81.66060291,2304.093363,0.273261346,0.56663476,0.232793141,962.0,36.48084945,3.62105263,,5.41230284,1
Gabe Speier,97.6,,97.2,642100,5.96875,1.9040625,5.415,87.884375,1417.25,0.169320273,0.176065592,0.117088332,32.0,1.822323462,5.884615385,1.677037037,5.393703704,77.90740741,1962.153846,0.272312038,0.173733102,0.115063466,27.0,1.537585421,,,,,,,,,,,5.85125523,1.769497908,5.487573222,94.17280335,2270.031381,0.188752091,0.194210111,0.111834193,478.0,27.22095672,5.905494505,1.744458399,5.434803768,93.87912088,1997.679749,0.192103423,0.167541125,0.10030849,637.0,36.27562642,5.974226804,1.841821306,5.376563574,83.25945017,2127.568142,0.257665282,0.193531673,0.127507059,582.0,33.14350797,3.42719665,,3.32087912,0
Max Scherzer,99.4,93.9,97.1,453286,6.228300259,-3.352149185,5.361640469,84.65501572,1468.297921,0.286709465,0.185467467,0.189836365,3499.0,14.00832733,5.922910077,-3.19658296,5.650986547,77.51206278,2584.733333,0.376243243,0.190562156,0.201688287,2230.0,8.927856514,6.059419465,-3.423772727,5.265795455,89.18420455,2436.935057,0.233787045,0.200409401,0.204222463,1760.0,7.046200657,6.06819322,-3.329855491,5.377738439,94.46050096,2472.264134,0.247232089,0.219748248,0.260897779,12456.0,49.86788374,5.945901639,-3.360737705,5.151147541,93.98770492,2519.347107,0.181885234,0.145045835,0.309892535,122.0,0.488429818,5.998604269,-3.393693749,5.356562818,85.65273875,2329.852908,0.243600292,0.187487947,0.210070583,4911.0,19.66130195,4.93949904,4.71579545,3.11229508,0
Luis Patino,100.3,,97.1,672715,6.978280543,-1.639004525,5.85280543,87.01176471,1871.045455,0.280387286,0.340646317,0.123141837,221.0,8.893360161,6.757534247,-1.827945205,5.943972603,77.96164384,2544.287671,0.215327792,0.297778623,0.070014676,73.0,2.937625755,,,,,,,,,,,6.774057315,-1.793662396,5.986201959,95.70308968,2389.797583,0.255368874,0.301622561,0.102546233,1327.0,53.40040241,6.793925234,-1.382663551,5.971495327,94.27616822,2185.070093,0.207625778,0.394121009,0.109752635,214.0,8.61167002,6.778582435,-1.864030769,5.903984615,85.57430769,2484.263889,0.26963709,0.377731938,0.109590777,650.0,26.15694165,4.59691032,,2.82383178,0
Justin Verlander,99.8,95.7,96.9,434378,6.095610913,-2.324792899,6.530177515,86.20556213,1970.516667,0.245418254,0.224482788,0.187158452,845.0,5.256282657,5.38477057,-2.194994069,6.591561882,79.68932384,2775.145682,0.381084028,0.287593563,0.236918284,2529.0,15.73152526,5.951515152,-2.165882353,6.635882353,91.76470588,2527.0,0.257537876,0.430511448,0.386469001,34.0,0.211495397,6.013377744,-2.031216983,6.717892382,94.55571928,2562.121474,0.258573232,0.304702354,0.233655358,9162.0,56.991789,6.0,-2.430833333,6.379166667,95.64166667,2551.5,0.195401684,0.147553277,0.138134212,12.0,0.074645434,5.842636103,-2.146153406,6.625503721,87.4953921,2556.299098,0.228379055,0.311775528,0.24296177,3494.0,21.73426225,5.24428072,3.93529412,1.25833333,1
Mike Clevinger,99.0,91.4,96.8,605182,6.852593775,-1.544237829,5.402218675,87.28324022,1504.546549,0.225923858,0.286140447,0.211025247,1253.0,13.82239382,6.122879684,-1.297327416,5.624526627,76.17001972,2235.308679,0.377722681,0.272250062,0.216141162,1014.0,11.18587976,6.72,-1.269777778,5.73,88.03777778,2532.066667,0.143969694,0.148040057,0.099132602,45.0,0.496414782,6.680750373,-1.659995737,5.400607417,93.86494032,2276.457667,0.195869805,0.297452124,0.260609116,4692.0,51.75951462,6.746,-1.8066,5.5412,94.714,2200.9,0.184291251,0.359447478,0.241700101,50.0,0.55157198,6.167528593,-1.51380905,5.511795127,80.80512183,2417.310952,0.240862481,0.252604958,0.230792513,2011.0,22.18422504,5.13505968,3.36222222,2.086,1
Johnny Cueto,96.5,93.2,96.8,456501,5.622454448,-2.255993724,5.734717573,82.99116109,1525.785791,0.262703166,0.223161847,0.188480452,1912.0,19.39935065,5.213636364,-2.136222222,6.045555556,76.39333333,2143.189189,0.354762226,0.220673441,0.373603798,45.0,0.456574675,5.683669065,-2.18565097,5.818213296,88.24674515,2268.939592,0.268289636,0.202874506,0.171168157,1444.0,14.65097403,5.608893871,-2.056678819,5.833612833,92.2470288,2261.69985,0.266684963,0.259280582,0.149894805,2743.0,27.83076299,5.648221545,-2.073044345,5.846043847,91.96631789,2205.443257,0.285734167,0.260527782,0.174180589,2007.0,20.36323052,5.422215605,-2.272979472,5.828123167,83.83272727,2225.458521,0.241767131,0.221570981,0.185568841,1705.0,17.29910714,4.2529712,4.95325485,4.83368211,1
Paul Clemens,94.9,,96.8,518560,6.57,-3.0928,5.9348,84.066,1768.48,0.300509771,0.296352245,0.12820965,50.0,4.180602007,6.023450135,-2.937654987,6.116846361,74.70808625,2764.724324,0.337422599,0.288973298,0.133142986,371.0,31.02006689,,,,,,,,,,,6.461290323,-2.94483871,5.95516129,92.47741935,2394.258065,0.185611457,0.235441018,0.152618718,31.0,2.591973244,6.331300813,-3.194435484,5.785147849,92.39717742,2379.985054,0.195772662,0.28287831,0.165828333,744.0,62.20735786,,,,,,,,,,,2.42258065,,4.40282258,0
Justin Miller,97.0,,96.8,502522,6.253333333,-3.271333333,6.329333333,89.08666667,1998.758621,0.21772069,0.131509363,0.173362951,30.0,1.093294461,,,,,,,,,,,,,,,,,,,,,6.388017032,-3.359811543,6.227709069,93.74864547,2372.411873,0.246847359,0.163207283,0.133483292,1698.0,61.88046647,6.380555556,-3.339055556,6.259722222,93.47833333,2273.502793,0.187633668,0.214175559,0.131035543,180.0,6.559766764,6.112362301,-3.423301435,6.161375598,85.97870813,2497.816444,0.27835551,0.179627986,0.137267247,836.0,30.4664723,3.25135453,,3.32166667,0
Tim Mayza,97.1,,96.8,641835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.362441315,2.137762128,6.425446009,93.82394366,2106.588419,0.278482767,0.244309852,0.166550132,639.0,34.22603107,6.435064935,2.002878788,6.462337662,94.26103896,2136.207792,0.253187695,0.217423641,0.153815362,462.0,24.74558115,6.338381201,2.540561358,6.077062663,86.8424282,2158.895916,0.258683425,0.215901995,0.163609974,766.0,41.02838779,3.27605634,,2.53896104,1
Sean Reid-Foley,97.9,,96.8,656887,7.042929293,-2.088080808,5.232777778,86.21111111,1480.90404,0.224457621,0.797474028,0.155937841,198.0,10.16427105,6.461538462,-2.506410256,5.279358974,81.24102564,2073.276316,0.217560721,0.272834922,0.173776538,78.0,4.004106776,,,,,,,,,,,6.999332061,-2.047693041,5.313403241,93.61811249,2149.597712,0.214982135,0.718034729,0.164230656,1049.0,53.85010267,6.917910448,-2.589552239,5.114776119,93.69253731,2094.686567,0.226919671,0.307025973,0.191543635,67.0,3.439425051,6.715827338,-2.186043165,5.281654676,84.21438849,2176.655022,0.246418378,0.689504973,0.14982559,556.0,28.54209446,4.28188751,,3.10746269,1
Michael Feliz,99.5,,96.7,593140,6.668468468,-1.631964286,6.331383929,86.13125,1823.214612,0.256669226,0.382466246,0.151803374,224.0,4.803774394,,,,,,,,,,,,,,,,,,,,,6.566751918,-1.617506353,6.431232529,95.23418043,2274.104909,0.270073365,0.356394278,0.151305743,3148.0,67.51018658,6.535087719,-1.852631579,6.40877193,93.95263158,2232.807018,0.231062165,0.301777628,0.120253752,57.0,1.22238902,6.422875817,-1.823290113,6.324254457,82.91158833,2186.927419,0.29093623,0.373897777,0.149538257,1234.0,26.46365001,4.26581957,,2.74736842,0
Lance Lynn,96.7,,96.5,458681,5.858333333,-2.039375,5.6615,84.925,1903.194444,0.369525771,0.141487073,0.111719586,80.0,2.62295082,5.319402985,-2.013521127,5.703309859,78.05,2031.878788,0.35656625,0.144414677,0.118601316,142.0,4.655737705,,,,,,,,,,,5.915951662,-1.934988331,5.698483081,92.78471412,2417.912302,0.30064308,0.162744719,0.14396531,1714.0,56.19672131,6.008957055,-1.961983568,5.683204225,91.51185446,2208.907635,0.304762794,0.174781205,0.132427185,852.0,27.93442623,5.639224138,-2.056694215,5.578677686,86.98181818,2303.630137,0.376432676,0.167935417,0.125247918,242.0,7.93442623,3.91528588,,4.98814554,1
