Name,FF_max_velo,FC_max_velo,SI_max_velo,mlbID,CH_release_extension,CH_release_pos_x,CH_release_pos_z,CH_release_speed,CH_release_spin_rate,CH_release_extension_std,CH_release_pos_x_std,CH_release_pos_z_std,CH_pitch_type,CH_percentage,CU_release_extension,CU_release_pos_x,CU_release_pos_z,CU_release_speed,CU_release_spin_rate,CU_release_extension_std,CU_release_pos_x_std,CU_release_pos_z_std,CU_pitch_type,CU_percentage,FC_release_extension,FC_release_pos_x,FC_release_pos_z,FC_release_speed,FC_release_spin_rate,FC_release_extension_std,FC_release_pos_x_std,FC_release_pos_z_std,FC_pitch_type,FC_percentage,FF_release_extension,FF_release_pos_x,FF_release_pos_z,FF_release_speed,FF_release_spin_rate,FF_release_extension_std,FF_release_pos_x_std,FF_release_pos_z_std,FF_pitch_type,FF_percentage,SI_release_extension,SI_release_pos_x,SI_release_pos_z,SI_release_speed,SI_release_spin_rate,SI_release_extension_std,SI_release_pos_x_std,SI_release_pos_z_std,SI_pitch_type,SI_percentage,SL_release_extension,SL_release_pos_x,SL_release_pos_z,SL_release_speed,SL_release_spin_rate,SL_release_extension_std,SL_release_pos_x_std,SL_release_pos_z_std,SL_pitch_type,SL_percentage,ff max-avg,fc max-avg,si max-avg,TJS
Kenta Maeda,96.0,91.4,93.9,628317,6.182364729,-2.06906,5.86838,83.378,1788.370968,0.269182943,0.183540433,0.137159765,500.0,4.07996736,5.625625474,-1.84673732,6.061642695,74.97880394,2545.485932,0.276513436,0.171860668,0.113551935,1321.0,10.77927377,5.936915888,-2.109719626,5.860794393,87.8317757,2294.728972,0.206222047,0.174202181,0.162338615,214.0,1.74622603,6.050128469,-2.143869643,5.825945599,91.53317937,2305.072091,0.227548779,0.192146797,0.122987016,3897.0,31.79926561,6.070323326,-2.135697809,5.833102653,90.46078431,2198.046243,0.262991482,0.233194635,0.128368488,867.0,7.074663403,5.817280983,-2.143955164,5.824003203,83.01257006,2474.412703,0.194137922,0.17980189,0.120396604,3747.0,30.5752754,4.46682063,3.5682243,3.43921569,1
Chris Heston,93.1,,93.6,518790,6.433623188,-2.551064426,5.578571429,82.51820728,1926.733333,0.273808046,0.414997616,0.155557817,357.0,11.75889328,5.711031175,-2.673364929,5.805,74.46184834,2274.725061,0.378538614,0.347623837,0.158212626,422.0,13.89986825,,,,,,,,,,,6.53956044,-2.567956989,5.666236559,89.48817204,2110.406593,0.285532299,0.22622401,0.191560604,93.0,3.063241107,6.424912075,-2.59486502,5.698816772,89.35956347,2061.403519,0.255165103,0.367881707,0.15827185,1741.0,57.34519104,5.870149254,-2.868985149,5.55970297,76.89306931,2119.692529,0.268837857,0.204245777,0.176625133,404.0,13.30698287,3.61182796,,4.24043653,0
Jalen Beeks,96.2,91.1,93.5,656222,6.323340961,0.962208238,6.075389016,87.24919908,1870.044674,0.247701564,0.780920858,0.123179145,874.0,28.97877984,5.60019685,1.17273622,6.150984252,75.65354331,2613.149606,0.387043567,0.973741333,0.127977037,508.0,16.84350133,6.126769231,1.680953846,6.046676923,86.73784615,2160.92,0.24930216,1.045858092,0.123278405,325.0,10.77586207,6.233842628,1.059717341,6.083384263,92.06600458,2011.284186,0.249480763,0.897559465,0.135269319,1309.0,43.40185676,,,,,,,,,,,,,,,,,,,,,4.13399542,4.36215385,,1
Zach Putnam,93.2,91.5,93.4,474029,,,,,,,,,,,,,,,,,,,,,5.741721854,-1.463417722,5.934493671,88.87721519,2329.496689,0.265670878,0.189238407,0.142616797,158.0,11.32616487,5.827868852,-1.50701087,6.001141304,90.83369565,2278.442623,0.249040674,0.187074924,0.152789371,184.0,13.18996416,5.98,-1.5204375,5.9491875,91.265625,2129.157233,0.267718053,0.166591229,0.133147537,160.0,11.46953405,,,,,,,,,,,2.36630435,2.62278481,2.134375,1
Connor Overton,94.2,90.6,93.3,656818,6.128,-1.7638,6.02735,84.8305,1792.215,0.162629152,0.228058355,0.177490824,200.0,21.20890774,5.977777778,-1.611111111,6.188888889,78.53333333,2123.944444,0.130859402,0.151031313,0.166658823,18.0,1.908801697,6.287878788,-1.746666667,6.094545455,88.86060606,2215.69697,0.116612542,0.240502945,0.118693168,33.0,3.499469777,6.136842105,-1.625017544,6.036631579,91.54666667,2193.996491,0.183310307,0.280286102,0.218686591,285.0,30.22269353,6.173006135,-1.73196319,5.94208589,90.74417178,2101.883436,0.160655044,0.246052436,0.203610782,163.0,17.28525981,6.100552486,-1.53198895,6.118066298,82.16077348,2425.088398,0.158988902,0.258064204,0.178497171,181.0,19.19406151,2.65333333,1.73939394,2.55582822,1
Robert Dugger,94.4,,93.3,667498,6.217894737,-2.282315789,4.985789474,81.32947368,1436.789474,0.156408458,0.332000553,0.126773201,95.0,6.229508197,5.868690096,-2.121182109,5.160223642,74.03738019,2295.413462,0.336141201,0.358554177,0.146443788,313.0,20.52459016,,,,,,,,,,,6.0354,-2.24664,5.0606,90.8084,2179.008032,0.18653802,0.350354402,0.12523821,500.0,32.78688525,6.075555556,-2.368814815,4.989518519,89.96037037,2077.396296,0.198307585,0.368972353,0.143068307,270.0,17.70491803,5.929682997,-2.300605187,4.960057637,79.73631124,2302.258741,0.23559214,0.359517069,0.134250207,347.0,22.75409836,3.5916,,3.33962963,0
Deck McGuire,95.7,,93.3,592547,5.779787234,-2.529893617,5.747021277,86.53829787,2268.510638,0.248254027,0.196192218,0.138996633,94.0,10.27322404,5.421153846,-2.028461538,6.140961538,76.51923077,2621.884615,0.354081083,0.203273068,0.122073663,104.0,11.36612022,,,,,,,,,,,5.789373814,-2.072068311,5.971233397,93.17191651,2359.142315,0.255734584,0.267277663,0.166167367,527.0,57.59562842,,,,,,,,,,,5.328421053,-2.093947368,6.033368421,83.79894737,2511.496732,0.214630559,0.201611753,0.143247376,190.0,20.76502732,2.52808349,,,0
Konnor Pilkington,96.5,,93.3,663455,6.375652174,1.906956522,5.82426087,84.38869565,1735.069869,0.179563422,0.132521228,0.103350515,230.0,21.33580705,6.258666667,1.800933333,5.867333333,77.02533333,2176.76,0.179408437,0.168788796,0.118906429,75.0,6.957328386,,,,,,,,,,,6.449927007,1.714671533,5.912379562,92.1519708,2222.357664,0.180206576,0.154967697,0.119679282,685.0,63.54359926,,,,,,,,,,,6.364772727,1.832045455,5.836477273,82.10568182,2242.204545,0.183853873,0.147439129,0.111448558,88.0,8.163265306,4.3480292,,,0
Zach Duke,92.6,,93.1,435043,6.151145038,3.205555556,5.652814815,85.87777778,1490.557252,0.260581129,0.227063232,0.331335272,135.0,6.534365924,5.538164251,3.604369159,5.071542056,76.2796729,2272.088889,0.40402636,0.304823555,0.450997807,428.0,20.71636012,,,,,,,,,,,6.103053435,3.097443609,5.793233083,89.70977444,2116.816794,0.210105809,0.226778006,0.324976803,133.0,6.437560503,6.108059701,3.491264591,5.218550584,90.10515564,1911.69031,0.23533632,0.365840266,0.516604467,1028.0,49.75798645,5.655921053,3.093575949,5.821202532,82.275,2111.198276,0.181389413,0.162315186,0.149083369,316.0,15.29525653,2.89022556,,2.99484436,1
Huston Street,,,93.1,434718,5.695189003,-1.721638225,5.760238908,81.71672355,1766.644828,0.277135997,0.176214122,0.162864799,293.0,19.74393531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.568841762,-1.917078652,5.60247191,88.92712681,2224.941272,0.22366115,0.294460876,0.269108906,623.0,41.98113208,5.528996283,-1.735914972,5.723308688,83.60628466,2125.907721,0.217261001,0.200251102,0.179037434,541.0,36.45552561,,,4.17287319,0
Jordan Yamamoto,95.3,90.8,92.9,657141,6.011940299,-1.831791045,5.494776119,83.29104478,1914.373134,0.334628871,0.214256469,0.204512415,67.0,3.813318156,5.96,-1.379957447,5.813829787,74.61021277,2646.918103,0.328711548,0.219376541,0.123068899,235.0,13.37507114,5.957738095,-1.589732143,5.746488095,86.04702381,2539.54955,0.319980787,0.202073401,0.10643274,336.0,19.12350598,6.091984733,-1.355603558,5.902503177,91.3386277,2258.639949,0.275633616,0.259103927,0.152783207,787.0,44.79225953,6.26744186,-1.63,5.725116279,90.14418605,2381.465116,0.230652212,0.278473731,0.16426419,43.0,2.447353443,5.794463668,-1.680553633,5.582318339,78.79446367,2812.052083,0.417462331,0.170616849,0.135789189,289.0,16.44849175,3.9613723,4.75297619,2.75581395,0
Paul Sewald,95.4,,92.6,623149,6.154074074,-3.571777778,4.663111111,82.47925926,1647.045113,0.225852601,0.427550934,0.132126504,135.0,2.265480785,,,,,,,,,,,,,,,,,,,,,6.396639134,-3.659467388,4.544585588,91.65178012,2410.609763,0.255470262,0.25175436,0.161095229,3511.0,58.91928176,6.344827586,-3.361724138,4.247241379,89.75172414,2149.672414,0.174890857,0.246790898,0.169558696,58.0,0.973317671,5.748656294,-3.662390382,4.756379066,82.03550212,2205.460821,0.169176574,0.226783333,0.166854462,707.0,11.86440678,3.74821988,,2.84827586,0
Will Smith,97.2,,92.6,519293,,,,,,,,,,,5.447619048,1.625354331,6.757795276,77.0496063,1960.698413,0.253207989,0.159551929,0.112700709,127.0,7.418224299,,,,,,,,,,,6.122694175,1.432761104,6.655918367,93.40096038,2299.440994,0.287287602,0.163580907,0.092790102,833.0,48.65654206,6.123076923,1.652307692,6.604230769,91.16923077,2242.807692,0.250292137,0.204905982,0.072673135,26.0,1.518691589,5.548236953,1.786129477,6.45761708,81.80013774,2014.449612,0.348625826,0.174594797,0.130466418,726.0,42.40654206,3.79903962,,1.43076923,1
Zach Logue,92.6,88.4,92.2,656657,5.561714286,2.659085714,5.0024,82.37485714,1874.331429,0.164587358,0.133654506,0.128805119,175.0,14.64435146,5.423,2.63925,5.10325,77.9485,2405.787879,0.165249925,0.15053652,0.140265138,200.0,16.73640167,5.612162162,2.426666667,5.279054054,85.86981982,2248.603604,0.193294399,0.152643869,0.133177345,222.0,18.57740586,5.688286713,2.418251748,5.148199301,90.23811189,2003.463287,0.173919083,0.159151932,0.129934951,572.0,47.86610879,5.615384615,2.485,4.993461538,89.15384615,1911.346154,0.128661751,0.105877287,0.126678879,26.0,2.175732218,,,,,,,,,,,2.36188811,2.53018018,3.04615385,0
Scott Effross,92.7,,92.1,664123,6.020567376,-4.350141844,3.387801418,83.0,2058.602837,0.109881579,0.132691833,0.084769369,141.0,13.59691418,,,,,,,,,,,,,,,,,,,,,6.026470588,-4.358823529,3.704852941,90.76691176,2253.298507,0.147691016,0.147813991,0.094092038,136.0,13.1147541,5.98953168,-4.334710744,3.729669421,90.40881543,2219.242424,0.141813631,0.157485811,0.096304081,363.0,35.0048216,5.844836272,-4.390075567,3.646675063,79.89118388,2455.720403,0.157969393,0.152750025,0.097613067,397.0,38.28351013,1.93308824,,1.69118457,0
Grant Dayton,95.6,,92.0,594795,6.225,3.118888889,5.574444444,84.46666667,2267.5,0.18879316,0.169297334,0.140741799,36.0,4.161849711,5.866923077,3.100601504,5.63481203,75.45112782,2340.550388,0.29815673,0.189803564,0.153980526,133.0,15.37572254,,,,,,,,,,,6.314825581,3.025704023,5.748850575,92.09928161,2281.491994,0.217598307,0.192131756,0.143619604,696.0,80.46242775,,,,,,,,,,,,,,,,,,,,,3.50071839,,,1
Shawn Kelley,96.2,,92.0,518875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.505098039,-1.210230137,5.728723288,92.16893151,2286.439641,0.234238112,0.180139601,0.145134022,1825.0,49.80895197,,,,,,,,,,,5.992670738,-1.278042414,5.741957586,82.52359978,2296.317708,0.235706095,0.168374344,0.146513252,1839.0,50.19104803,4.03106849,,,0
Joe Smith,91.9,,91.4,501925,6.403030303,-2.814626866,3.347313433,78.64477612,1730.272727,0.298184092,0.321955805,0.193731946,67.0,1.413203965,,,,,,,,,,,,,,,,,,,,,6.60371402,-2.828040665,3.582523105,88.31155268,2093.89851,0.24552717,0.365046404,0.226926967,1082.0,22.82218941,6.558433134,-2.886028756,3.448745662,87.62478929,1931.252004,0.267891939,0.389022795,0.409224687,2017.0,42.54376714,6.35476963,-2.974590058,3.386920594,79.38695933,2218.773247,0.251769637,0.368960465,0.263560901,1549.0,32.67243198,3.58844732,,3.77521071,0
Luis Garcia,98.1,90.7,91.3,677651,6.088791594,-1.509334501,5.987740806,83.982662,1966.698774,0.200474289,0.316925325,0.195299975,571.0,10.13669448,6.136007463,-1.129570896,6.229552239,76.51977612,2432.579439,0.210806444,0.31119727,0.213200325,536.0,9.515355938,6.16925116,-1.621345262,6.209867462,85.60384361,2357.555997,0.203114434,0.455339213,0.193133064,1509.0,26.78856737,6.153673724,-1.497538398,6.164022416,93.58704857,2377.429343,0.183259057,0.407517555,0.169894587,2409.0,42.76584413,,,,,,,,,,,6.088322368,-1.865279605,6.0603125,79.66891447,2440.057566,0.207468021,0.433064922,0.217651992,608.0,10.79353808,4.51295143,5.09615639,,1
Thomas Eshelman,89.3,,90.1,664045,6.3907173,-1.05556962,5.62649789,79.57974684,1333.510549,0.187756356,0.255613653,0.142394672,237.0,15.00949968,6.0527897,-1.09111588,5.699270386,76.27081545,1853.459227,0.293468311,0.224780639,0.139518506,233.0,14.75617479,,,,,,,,,,,6.340251572,-1.106352201,5.61490566,85.68018868,1854.748428,0.194277598,0.186510109,0.136849951,318.0,20.13932869,6.33398533,-0.950171149,5.710684597,86.35061125,1808.810345,0.176135002,0.266571772,0.131676672,409.0,25.90246992,6.179057592,-1.09460733,5.686570681,78.85575916,1862.146597,0.202169732,0.198072676,0.121166764,382.0,24.19252692,3.61981132,,3.74938875,0
Robby Scott,91.7,,90.0,582494,6.469230769,3.313205128,5.115512821,84.4025641,1699.346154,0.192257736,0.350415314,0.236493032,78.0,7.647058824,6.306140351,3.328245614,5.023508772,73.46140351,2322.72807,0.333733264,0.672271602,0.426797049,114.0,11.17647059,,,,,,,,,,,6.256744186,3.282651163,5.057767442,89.75023256,2160.748837,0.195841354,0.286392229,0.242988869,215.0,21.07843137,6.264606742,3.892837079,4.469269663,87.70674157,2119.606742,0.263422998,0.496440384,0.401655062,356.0,34.90196078,5.908949416,3.730505837,4.450077821,75.79922179,2306.812,0.397400815,0.497002084,0.431480909,257.0,25.19607843,1.94976744,,2.29325843,0
Dan Haren,89.3,86.9,89.5,429717,,,,,,,,,,,,,,,,,,,,,5.37557643,-1.304183502,6.551515152,83.90328283,2219.030875,0.279806841,0.196272999,0.128969321,1188.0,40.99378882,5.41122807,-1.153386912,6.61902411,86.59724455,2160.383079,0.296411422,0.208884032,0.12263051,871.0,30.05521049,5.344548287,-1.225276074,6.586564417,85.90674847,1961.82866,0.292579901,0.196742121,0.112915927,326.0,11.24913734,,,,,,,,,,,2.70275545,2.99671717,3.59325153,0
Alex Claudio,87.9,,89.3,592222,6.077433354,3.042292954,4.647243511,71.26823239,2131.51425,0.32641995,0.345042631,0.146665485,1618.0,31.35051347,5.870414201,3.544970414,4.721065089,74.64852071,1939.659341,0.254156764,0.184610672,0.111766345,169.0,3.274559194,,,,,,,,,,,5.741666667,2.590826446,4.66892562,85.4892562,1985.371901,0.448636278,0.193608655,0.14456718,121.0,2.344506879,5.630322581,3.173221909,4.484563029,86.00728957,1966.257062,0.30425233,0.362137548,0.151155102,2483.0,48.11083123,5.612109375,3.066350649,4.702909091,76.62961039,2194.751524,0.362191977,0.359181712,0.128748521,770.0,14.91958923,2.4107438,,3.29271043,0
Mark Buehrle,88.8,82.8,88.8,279824,6.289637306,1.417831933,6.015831933,78.71663866,1625.415945,0.241598712,0.148399447,0.122657603,595.0,21.03216684,5.621888412,1.348713693,6.208962656,71.74522822,2137.22807,0.370684183,0.152554652,0.12312664,241.0,8.518911276,6.052052239,1.466703097,6.059690346,79.92513661,1907.168421,0.246461851,0.149637839,0.124497877,549.0,19.40615058,6.259141274,1.357967699,6.068936743,84.45598923,2075.681502,0.261025045,0.16090475,0.124677806,743.0,26.26369742,6.354074074,1.392942029,6.016318841,83.51362319,1973.020802,0.205763744,0.162107526,0.123399183,690.0,24.3902439,,,,,,,,,,,4.34401077,2.87486339,5.28637681,0
Brent Suter,90.0,,88.4,608718,6.79389313,3.012893401,6.318248731,80.0677665,1776.903061,0.208035904,0.151770732,0.13062671,394.0,12.06368647,5.995945946,3.005521236,6.460501931,74.00328185,2214.980354,0.38391621,0.170514123,0.122602892,518.0,15.86037967,,,,,,,,,,,6.995612431,2.900036563,6.258039305,86.05653565,2139.781793,0.215704712,0.158461679,0.126750187,2188.0,66.99326393,7.121794872,3.017051282,6.240128205,85.90641026,2121.615385,0.245820881,0.158606832,0.13533502,78.0,2.388242498,6.221590909,2.937045455,6.414545455,78.63068182,2233.546667,0.217852034,0.161801348,0.12303545,88.0,2.694427434,3.94346435,,2.49358974,1
Drew Smyly,94.2,89.0,,592767,5.33027027,1.698817204,6.95672043,80.24892473,1494.902703,0.225428173,0.170197656,0.114459941,186.0,4.623415362,5.047396963,1.788603652,6.932287863,76.40139635,1779.216157,0.314780231,0.184786377,0.124115047,931.0,23.14193388,5.268588771,1.855735736,6.814684685,84.93678679,2101.185583,0.229839998,0.208511695,0.119766589,666.0,16.55480984,5.290802525,1.575111607,6.949191964,90.77821429,2184.112517,0.209830969,0.185000962,0.118684236,2240.0,55.67984091,,,,,,,,,,,,,,,,,,,,,3.42178571,4.06321321,,1
Cody Bradford,93.1,89.1,,674003,7.315804598,0.863764368,5.930804598,81.95689655,1883.864943,0.248355251,0.153684514,0.121503249,348.0,28.04190169,7.114634146,0.580731707,6.230487805,75.66585366,2121.341463,0.324469548,0.077890636,0.048267547,41.0,3.303787268,7.357142857,0.721353383,6.064736842,86.60676692,2026.804511,0.191202619,0.153197149,0.102643683,133.0,10.71716358,7.276470588,0.547828054,6.132096531,90.37496229,2121.162896,0.201778127,0.137095863,0.107506663,663.0,53.42465753,,,,,,,,,,,7.330357143,0.827857143,6.031607143,83.32321429,2044.946429,0.185785451,0.141905401,0.10019575,56.0,4.512489927,2.72503771,2.49323308,,0
Cole Sulser,95.9,89.9,,642121,6.698818898,-1.776811024,5.824028871,84.02742782,1583.093176,0.164963011,0.132208327,0.09886831,762.0,31.57894737,6.534375,-1.95625,5.894375,77.403125,2392.15625,0.192788326,0.11572353,0.108981724,32.0,1.326150021,6.709090909,-1.717272727,5.769090909,87.45454545,2295.272727,0.170026736,0.05968097,0.152476526,11.0,0.45586407,6.696038035,-1.634513064,5.843713381,92.93570863,2304.403968,0.170366471,0.134359063,0.107262745,1263.0,52.34148363,,,,,,,,,,,6.595942029,-1.963913043,5.741478261,85.76782609,2318.712209,0.173827625,0.121109423,0.110891552,345.0,14.29755491,2.96429137,2.44545455,,0
Brandon Williamson,96.0,93.0,,682227,6.020062696,1.17075,6.36534375,84.01125,1738.253125,0.155523045,0.252678566,0.097539674,320.0,16.50335224,5.909756098,0.785772358,6.800081301,73.14390244,2657.98374,0.176679127,0.306329428,0.096338678,123.0,6.343476019,5.90984456,1.142642487,6.488497409,89.26476684,2351.105354,0.159876066,0.258401585,0.104525561,579.0,29.86075297,5.998472222,0.895097222,6.595791667,92.79555556,2149.496523,0.152441053,0.265473553,0.099910591,720.0,37.13254255,,,,,,,,,,,5.914285714,1.138571429,6.485,83.37142857,2466.285714,0.146009182,0.403272329,0.076636003,14.0,0.722021661,3.20444444,3.73523316,,0
Tyler Matzek,100.2,93.2,,554431,5.980246914,2.215060241,6.212289157,89.27108434,2236.95,0.273596305,0.28860207,0.096731024,83.0,2.923564635,6.080487805,2.006341463,6.308902439,79.8195122,2850.3,0.415573091,0.236494524,0.075096746,82.0,2.888340965,6.444680851,1.971489362,6.284042553,89.64042553,2712.425532,0.11191711,0.102807941,0.063917732,47.0,1.655512504,6.307270754,1.841666667,6.272180736,94.7491342,2396.023332,0.189379483,0.195161098,0.10432476,1848.0,65.09334273,,,,,,,,,,,6.184427284,1.947432606,6.196713736,83.88703466,2767.841339,0.305241096,0.244458547,0.105169634,779.0,27.43923917,5.4508658,3.55957447,,0
Cody Anderson,97.8,93.4,,594736,5.879158317,-1.746344294,6.370077369,85.22398453,2252.584337,0.228858028,0.216902037,0.131193071,517.0,22.6456417,5.759493671,-1.545785124,6.509421488,83.78636364,2280.06867,0.275028036,0.218858798,0.130786307,242.0,10.6000876,5.961165049,-1.457559809,6.554449761,89.88995215,2089.845771,0.199380998,0.197939573,0.124494395,209.0,9.154621113,5.940367706,-1.471568025,6.540153728,93.43020753,2340.73435,0.217681292,0.24142462,0.167112052,1301.0,56.98642138,,,,,,,,,,,,,,,,,,,,,4.36979247,3.51004785,,1
Zach Jackson,97.6,94.6,,667427,5.054545455,-1.016363636,6.881818182,89.64545455,1456.909091,0.258316226,0.241589434,0.166422245,11.0,0.875099443,,,,,,,,,,,,,,,,,,,,,5.366809728,-0.748454936,6.836251788,94.02875536,2122.522238,0.1812484,0.232774875,0.129009782,699.0,55.60859189,,,,,,,,,,,4.965630713,-0.637696527,7.032468007,84.87330896,2450.615385,0.193832834,0.235408995,0.116048873,547.0,43.51630867,3.57124464,,,0
Tylor Megill,99.2,95.7,,656731,7.211097561,-1.603727162,5.759585871,87.10121803,1551.723716,0.200271526,0.33728217,0.158637719,821.0,15.83108369,7.184364821,-1.522833876,5.969185668,77.63387622,2308.85342,0.222764502,0.318454368,0.114362347,307.0,5.919784034,7.410619469,-1.49920354,5.755486726,89.97699115,2141.469027,0.200161913,0.155006576,0.086519931,113.0,2.178943309,7.297997238,-1.55587099,5.896281476,95.01769576,2149.772712,0.189179105,0.359564895,0.163674712,2899.0,55.90050135,,,,,,,,,,,7.223045267,-1.60813786,5.856615226,85.04104938,2204.164609,0.197835314,0.401540455,0.138718439,972.0,18.74276899,4.18230424,5.72300885,,0
Kodai Senga,99.8,95.9,,673540,,,,,,,,,,,6.292,-1.771066667,5.9448,72.82133333,2488.986667,0.173797024,0.185709548,0.112290165,75.0,2.683363148,6.484549356,-1.940543634,5.926881259,90.80257511,2497.909613,0.167883901,0.182393327,0.105067867,699.0,25.00894454,6.498063892,-1.956176186,5.903320426,95.66282672,2282.551357,0.164116521,0.179753265,0.106166969,1033.0,36.9588551,,,,,,,,,,,6.49068323,-1.852795031,5.930807453,84.6242236,2482.987421,0.167257751,0.2044389,0.107319471,161.0,5.760286225,4.13717328,5.09742489,,0
Cam Bedrosian,98.5,97.5,,592135,,,,,,,,,,,,,,,,,,,,,6.469148936,-2.077684211,6.004526316,94.78,2278.021505,0.195115954,0.157104469,0.153655932,95.0,1.978754426,6.278079096,-1.899865118,6.144979393,93.86077182,2328.937358,0.255433939,0.209562934,0.123626978,2669.0,55.59258488,,,,,,,,,,,5.722387268,-2.018921206,6.055986251,83.11745108,2620.544997,0.324082289,0.204659996,0.130050938,1891.0,39.38762758,4.63922818,2.72,,0
Emmanuel Clase,102.3,102.8,,661403,,,,,,,,,,,,,,,,,,,,,6.486134608,-0.690323529,6.092647059,99.51165689,2607.290762,0.19218284,0.204806815,0.111849182,2728.0,68.5944179,6.503773585,-0.703773585,6.063207547,99.78333333,2546.283019,0.199963712,0.221578484,0.111937029,54.0,1.357807393,,,,,,,,,,,6.462268908,-0.637722689,6.056319328,91.43230126,2593.746371,0.229520057,0.209113087,0.120223644,1195.0,30.0477747,2.51666667,3.28834311,,0
Cody Stashak,93.6,,,664054,6.04893617,-1.365957447,5.727659574,85.43617021,1451.702128,0.203098113,0.187705361,0.108070282,47.0,4.177777778,,,,,,,,,,,,,,,,,,,,,5.918356643,-1.171153846,5.855944056,91.25664336,2222.886364,0.189465352,0.187117682,0.110822354,572.0,50.84444444,,,,,,,,,,,5.702173913,-1.011996047,5.946798419,82.21758893,2194.881166,0.216212257,0.194278987,0.080365667,506.0,44.97777778,2.34335664,,,0
Yoshihisa Hirano,94.0,,,673633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.163446475,-2.079573542,6.128738033,91.09869452,2198.759791,0.220793532,0.291604194,0.150268256,1149.0,50.39473684,,,,,,,,,,,5.878571429,-2.135,6.083571429,80.58571429,1331.583333,0.464391366,0.247191922,0.066170775,14.0,0.614035088,2.90130548,,,0
John Means,96.5,,,607644,5.916080097,0.735649272,6.564957524,82.34544903,2309.215067,0.299264305,0.256541267,0.154383033,1648.0,27.67887135,,,,,,,,,,,,,,,,,,,,,6.016994573,0.51593962,6.616892809,92.40722524,2394.722863,0.247675705,0.270239935,0.142640448,2948.0,49.51293248,,,,,,,,,,,5.919742489,0.749842632,6.533018598,84.74377682,2335.626437,0.298582021,0.230719203,0.134455981,699.0,11.74000672,4.09277476,,,1
Chris Devenski,97.7,,,606965,5.791019956,0.072523468,6.634434014,82.68591938,1539.571031,0.334148634,0.370429024,0.15225033,1811.0,36.22724545,,,,,,,,,,,,,,,,,,,,,5.591076487,-0.066646399,6.644345182,93.75841908,2347.737364,0.274744993,0.405547202,0.138754965,2138.0,42.76855371,,,,,,,,,,,5.1808,-0.149302857,6.591428571,82.22948571,2337.96496,0.244569018,0.381935746,0.133812748,875.0,17.5035007,3.94158092,,,1
Blake Taylor,97.7,,,642130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.678134111,0.978688047,6.098104956,93.14217687,2315.210117,0.15957756,0.300814279,0.112228941,1029.0,73.97555715,,,,,,,,,,,6.595027624,1.100635359,6.090220994,83.52403315,2266.185083,0.184968738,0.252200036,0.10553363,362.0,26.02444285,4.55782313,,,0
Corbin Martin,97.9,,,656686,6.014110429,-1.67993865,5.754969325,87.47177914,2008.475309,0.265942837,0.575521767,0.20692151,163.0,14.26071741,5.761413043,-1.327826087,5.950815217,83.51847826,2542.76087,0.497513119,0.623909455,0.196529697,184.0,16.09798775,,,,,,,,,,,6.146870451,-1.295312955,5.938326055,94.44701601,2354.825328,0.281889634,0.600146371,0.195953135,687.0,60.10498688,,,,,,,,,,,6.03853211,-1.600091743,5.836513761,88.53669725,2345.59633,0.330518184,0.567800329,0.18602258,109.0,9.536307962,3.45298399,,,0
Trey Wingenter,100.1,,,622259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.793741307,-2.419374131,5.855799722,96.35702364,2156.16968,0.250297416,0.2556455,0.099790276,719.0,58.59820701,,,,,,,,,,,6.075,-2.538287402,5.829507874,85.88602362,2195.035052,0.300992769,0.220710749,0.103930421,508.0,41.40179299,3.74297636,,,1
Keynan Middleton,100.5,,,641871,6.434042553,-2.990212766,5.988085106,87.51489362,2065.978723,0.352800347,0.179885101,0.138762204,47.0,3.651903652,,,,,,,,,,,,,,,,,,,,,6.266666667,-2.977207872,6.091205412,96.66162362,2440.495695,0.260982104,0.267017743,0.132168438,813.0,63.17016317,,,,,,,,,,,6.177517564,-3.10882904,6.112997658,88.0704918,2403.638756,0.267066171,0.236488466,0.15733821,427.0,33.17793318,3.83837638,,,1
